target,tic_id,sector,sectors,tmag,ra_deg,dec_deg,camera,ccd,selection_rank
TIC 32399025,32399025,105,105,11.77,26.3988,-35.1715,3,4,1644
TIC 91642446,91642446,105,105,10.3,40.3064,-35.9734,4,1,1645
TIC 301022289,301022289,105,105,10.21,47.4687,-45.3271,4,2,1646
TIC 176777712,176777712,105,105,10.16,47.8096,-32.955,4,3,1647
TIC 88481864,88481864,105,105,10.34,47.3528,-26.3383,4,4,1648
TIC 79225750,79225750,105,105,11.94,317.8092,-52.0439,1,1,1649
TIC 115190256,115190256,105,105,12.56,317.4665,-39.8387,1,2,1650
TIC 34722719,34722719,105,105,12.08,306.5299,-32.0672,1,3,1651
TIC 79755136,79755136,105,105,11.8,296.2737,-44.6061,1,4,1652
TIC 231910539,231910539,105,105,12.07,6.8902,-61.9551,2,1,1653
TIC 160081043,160081043,105,105,12.95,352.0532,-39.9233,2,2,1654
TIC 121475280,121475280,105,105,12.73,343.0114,-45.9277,2,3,1655
TIC 469880084,469880084,105,105,11.96,328.0792,-54.7908,2,4,1656
TIC 120506718,120506718,105,105,12.69,2.4323,-41.2924,3,1,1657
TIC 230980598,230980598,105,105,12.1,24.1601,-54.4413,3,2,1658
TIC 166789074,166789074,105,105,12.27,38.6746,-49.9994,3,3,1659
TIC 115347396,115347396,105,105,11.77,27.557,-37.6984,3,4,1660
TIC 178171276,178171276,105,105,10.31,43.1588,-32.6859,4,1,1661
TIC 147469541,147469541,105,105,10.22,41.4641,-38.3686,4,2,1662
TIC 423782720,423782720,105,105,10.16,51.9606,-28.5373,4,3,1663
TIC 88532987,88532987,105,105,10.34,48.4729,-26.7469,4,4,1664
TIC 79274053,79274053,105,105,11.94,318.5045,-51.5966,1,1,1665
TIC 197643976,197643976,105,105,12.56,328.5174,-38.3774,1,2,1666
TIC 290925756,290925756,105,105,12.14,308.7562,-40.1826,1,3,1667
TIC 166392213,166392213,105,105,11.85,297.9914,-51.9876,1,4,1668
TIC 201306147,201306147,105,105,12.08,3.6182,-56.8916,2,1,1669
TIC 2055532430,2055532430,105,105,12.98,354.2426,-50.7708,2,2,1670
TIC 147421845,147421845,105,105,12.73,327.1729,-47.6143,2,3,1671
TIC 2027200052,2027200052,105,105,11.96,329.2726,-51.0798,2,4,1672
TIC 120550089,120550089,105,105,12.72,3.2386,-41.5795,3,1,1673
TIC 616117470,616117470,105,105,12.12,3.9324,-53.5248,3,2,1674
TIC 7317387,7317387,105,105,12.32,34.8992,-45.8519,3,3,1675
TIC 262531383,262531383,105,105,11.79,20.4571,-42.0228,3,4,1676
TIC 123366600,123366600,105,105,10.33,31.3586,-31.9998,4,1,1677
TIC 153046031,153046031,105,105,10.22,49.163,-45.9078,4,2,1678
TIC 44682071,44682071,105,105,10.17,60.4735,-29.5319,4,3,1679
TIC 65416676,65416676,105,105,10.35,41.1103,-26.9978,4,4,1680
TIC 231630147,231630147,105,105,11.94,317.1594,-55.5652,1,1,1681
TIC 91331807,91331807,105,105,12.6,311.7174,-44.9563,1,2,1682
TIC 336775973,336775973,105,105,12.15,300.8655,-35.4307,1,3,1683
TIC 424797993,424797993,105,105,11.87,291.0647,-50.4747,1,4,1684
TIC 469971791,469971791,105,105,12.1,1.4883,-61.0701,2,1,1685
TIC 183675732,183675732,105,105,13.0,358.2275,-41.7005,2,2,1686
TIC 121425728,121425728,105,105,12.75,342.2899,-44.3308,2,3,1687
TIC 370232578,370232578,105,105,12.02,325.6011,-58.014,2,4,1688
TIC 118327533,118327533,105,105,12.73,10.3445,-37.343,3,1,1689
TIC 230982053,230982053,105,105,12.14,24.4962,-56.7627,3,2,1690
TIC 219990367,219990367,105,105,12.33,30.7631,-49.3437,3,3,1691
TIC 41859749,41859749,105,105,11.86,20.4733,-40.0454,3,4,1692
TIC 178153545,178153545,105,105,10.34,42.4805,-33.1613,4,1,1693
TIC 79563517,79563517,105,105,10.23,51.142,-43.9345,4,2,1694
TIC 89182974,89182974,105,105,10.17,56.2442,-29.5752,4,3,1695
TIC 65484553,65484553,105,105,10.35,43.0771,-28.7505,4,4,1696
TIC 366989133,366989133,105,105,11.96,302.1017,-55.3585,1,1,1697
TIC 92865531,92865531,105,105,12.6,317.7646,-35.5981,1,2,1698
TIC 389348810,389348810,105,105,12.19,310.9146,-38.77,1,3,1699
TIC 61383924,61383924,105,105,11.89,287.7675,-47.6555,1,4,1700
TIC 197962367,197962367,105,105,12.12,348.5953,-52.4302,2,1,1701
TIC 161402643,161402643,105,105,13.1,345.484,-48.0635,2,2,1702
TIC 143999207,143999207,105,105,12.76,336.1081,-49.5973,2,3,1703
TIC 139984208,139984208,105,105,12.04,327.6692,-51.228,2,4,1704
TIC 120566981,120566981,105,105,12.73,3.9624,-41.1269,3,1,1705
TIC 206557218,206557218,105,105,12.18,19.2478,-54.0133,3,2,1706
TIC 199731190,199731190,105,105,12.39,21.2921,-47.2627,3,3,1707
TIC 41864942,41864942,105,105,11.86,21.4223,-36.7345,3,4,1708
TIC 122616390,122616390,105,105,10.35,41.5131,-34.2332,4,1,1709
TIC 147455560,147455560,105,105,10.24,40.7955,-36.825,4,2,1710
TIC 129812349,129812349,105,105,10.17,54.4654,-38.8718,4,3,1711
TIC 88346987,88346987,105,105,10.35,44.1456,-29.6028,4,4,1712
TIC 219978369,219978369,105,105,11.99,306.5302,-55.5401,1,1,1713
TIC 147352381,147352381,105,105,12.61,326.5018,-45.0439,1,2,1714
TIC 382182282,382182282,105,105,12.21,304.4296,-36.633,1,3,1715
TIC 80012697,80012697,105,105,11.89,297.5842,-43.4515,1,4,1716
TIC 355767053,355767053,105,105,12.18,3.9826,-61.6314,2,1,1717
TIC 382463648,382463648,105,105,13.11,353.1053,-45.9096,2,2,1718
TIC 278802433,278802433,105,105,12.78,336.0599,-40.113,2,3,1719
TIC 231268052,231268052,105,105,12.04,334.6991,-53.1648,2,4,1720
TIC 165878511,165878511,105,105,12.76,1.1391,-42.6906,3,1,1721
TIC 206584346,206584346,105,105,12.19,20.054,-55.2978,3,2,1722
TIC 166671025,166671025,105,105,12.4,34.4032,-52.8677,3,3,1723
TIC 41975369,41975369,105,105,11.87,23.0081,-39.1142,3,4,1724
TIC 122669620,122669620,105,105,10.35,41.9155,-34.5403,4,1,1725
TIC 165182864,165182864,105,105,10.24,47.3791,-40.5688,4,2,1726
TIC 129861850,129861850,105,105,10.17,55.5588,-38.8209,4,3,1727
TIC 88347063,88347063,105,105,10.35,44.1684,-29.8413,4,4,1728
TIC 1989174735,1989174735,105,105,12.0,318.5033,-51.5968,1,1,1729
TIC 2027723561,2027723561,105,105,12.64,321.9956,-38.1665,1,2,1730
TIC 389297735,389297735,105,105,12.22,303.4447,-37.9743,1,3,1731
TIC 80019290,80019290,105,105,11.9,297.6752,-43.9402,1,4,1732
TIC 316936722,316936722,105,105,12.19,356.3548,-56.1345,2,1,1733
TIC 402027382,402027382,105,105,13.29,353.4771,-47.4993,2,2,1734
TIC 92219185,92219185,105,105,12.84,334.8253,-43.0511,2,3,1735
TIC 394580636,394580636,105,105,12.06,338.5212,-61.128,2,4,1736
TIC 321979116,321979116,105,105,12.77,0.5509,-43.1704,3,1,1737
TIC 469940956,469940956,105,105,12.3,4.8566,-51.246,3,2,1738
TIC 166787846,166787846,105,105,12.41,38.579,-51.4796,3,3,1739
TIC 32421578,32421578,105,105,11.88,27.1368,-33.679,3,4,1740
TIC 123336761,123336761,105,105,10.35,30.7506,-32.6365,4,1,1741
TIC 175532131,175532131,105,105,10.24,45.8096,-39.2147,4,2,1742
TIC 140157188,140157188,105,105,10.17,58.5157,-37.3644,4,3,1743
TIC 88532359,88532359,105,105,10.35,48.4714,-28.946,4,4,1744
TIC 1989087030,1989087030,105,105,12.01,312.8271,-57.1044,1,1,1745
TIC 355096431,355096431,105,105,12.74,314.5767,-40.2687,1,2,1746
TIC 290521044,290521044,105,105,12.24,306.5404,-40.1957,1,3,1747
TIC 61216143,61216143,105,105,11.91,287.2648,-47.5074,1,4,1748
TIC 316936723,316936723,105,105,12.22,356.3542,-56.1336,2,1,1749
TIC 152863530,152863530,105,105,13.34,345.2489,-40.2176,2,2,1750
TIC 279314127,279314127,105,105,12.84,331.6932,-45.1606,2,3,1751
TIC 409700387,409700387,105,105,12.06,332.7195,-58.8473,2,4,1752
TIC 183584918,183584918,105,105,12.86,12.4032,-35.975,3,1,1753
TIC 200668936,200668936,105,105,12.32,3.2329,-52.1377,3,2,1754
TIC 207085967,207085967,105,105,12.42,23.168,-48.1388,3,3,1755
TIC 41995709,41995709,105,105,11.88,23.7882,-41.5072,3,4,1756
TIC 122611519,122611519,105,105,10.36,40.7764,-33.6894,4,1,1757
TIC 91638505,91638505,105,105,10.25,39.6505,-38.1611,4,2,1758
TIC 142869999,142869999,105,105,10.17,51.2657,-34.8309,4,3,1759
TIC 218987263,218987263,105,105,10.35,42.4527,-22.4884,4,4,1760
TIC 100264497,100264497,105,105,12.05,306.5829,-48.9849,1,1,1761
TIC 126701464,126701464,105,105,12.75,315.3616,-43.9067,1,2,1762
TIC 382182751,382182751,105,105,12.26,304.4256,-36.0239,1,3,1763
TIC 143291764,143291764,105,105,11.93,293.607,-42.3868,1,4,1764
TIC 235015217,235015217,105,105,12.27,353.4303,-62.6434,2,1,1765
TIC 2055549210,2055549210,105,105,13.42,357.7792,-49.0912,2,2,1766
TIC 279316663,279316663,105,105,12.84,332.0407,-47.0283,2,3,1767
TIC 394017574,394017574,105,105,12.08,329.9802,-54.6495,2,4,1768
TIC 102028926,102028926,105,105,12.87,15.5401,-41.9805,3,1,1769
TIC 206502540,206502540,105,105,12.32,15.8993,-55.2658,3,2,1770
TIC 142219036,142219036,105,105,12.47,39.1399,-47.7316,3,3,1771
TIC 229096614,229096614,105,105,11.9,19.4238,-43.9289,3,4,1772
TIC 122614288,122614288,105,105,10.36,41.3123,-32.6172,4,1,1773
TIC 129810770,129810770,105,105,10.26,54.3987,-40.4661,4,2,1774
TIC 142976649,142976649,105,105,10.17,53.5015,-30.2707,4,3,1775
TIC 144496234,144496234,105,105,10.36,49.7832,-25.976,4,4,1776
TIC 394415776,394415776,105,105,12.07,310.6957,-57.6224,1,1,1777
TIC 147113586,147113586,105,105,12.8,321.7235,-43.6526,1,2,1778
TIC 1924793564,1924793564,105,105,12.28,299.6421,-39.8055,1,3,1779
TIC 143408341,143408341,105,105,11.96,294.6253,-43.5463,1,4,1780
TIC 355601331,355601331,105,105,12.28,357.6353,-58.5205,2,1,1781
TIC 355402663,355402663,105,105,13.49,349.9557,-50.5634,2,2,1782
TIC 144065598,144065598,105,105,12.96,337.4524,-48.9751,2,3,1783
TIC 219138810,219138810,105,105,12.11,342.3672,-57.2892,2,4,1784
TIC 321982642,321982642,105,105,12.89,3.0614,-47.3554,3,1,1785
TIC 234499702,234499702,105,105,12.34,10.9263,-60.8932,3,2,1786
TIC 382417565,382417565,105,105,12.48,34.9389,-48.7793,3,3,1787
TIC 41957389,41957389,105,105,11.91,22.3495,-38.2974,3,4,1788
TIC 122611625,122611625,105,105,10.37,40.8188,-32.9475,4,1,1789
TIC 147471220,147471220,105,105,10.26,41.8812,-36.8463,4,2,1790
TIC 143030609,143030609,105,105,10.17,54.878,-32.4317,4,3,1791
TIC 88381038,88381038,105,105,10.37,44.9575,-28.1594,4,4,1792
TIC 101881635,101881635,105,105,12.09,304.3406,-53.4512,1,1,1793
TIC 126916589,126916589,105,105,12.86,318.6448,-47.6122,1,2,1794
TIC 290820586,290820586,105,105,12.32,308.223,-36.5704,1,3,1795
TIC 61795609,61795609,105,105,11.98,289.2125,-47.5797,1,4,1796
TIC 201251043,201251043,105,105,12.29,0.8891,-54.717,2,1,1797
TIC 401984769,401984769,105,105,13.51,352.5638,-47.6167,2,2,1798
TIC 214568641,214568641,105,105,13.09,340.5881,-41.0662,2,3,1799
TIC 161169240,161169240,105,105,12.12,339.3582,-53.3192,2,4,1800
TIC 115444026,115444026,105,105,12.9,6.6758,-38.9141,3,1,1801
TIC 206557221,206557221,105,105,12.36,19.2363,-54.0091,3,2,1802
TIC 142219037,142219037,105,105,12.54,39.1379,-47.7341,3,3,1803
TIC 183591958,183591958,105,105,11.97,17.7298,-36.5266,3,4,1804
TIC 122611647,122611647,105,105,10.37,40.8581,-32.8171,4,1,1805
TIC 152359957,152359957,105,105,10.26,44.8718,-40.3227,4,2,1806
TIC 166833319,166833319,105,105,10.17,58.4404,-35.1314,4,3,1807
TIC 88480729,88480729,105,105,10.37,47.2281,-28.4239,4,4,1808
TIC 354133403,354133403,105,105,12.1,312.9599,-58.3429,1,1,1809
TIC 126745624,126745624,105,105,12.89,315.7484,-45.7849,1,2,1810
TIC 290974391,290974391,105,105,12.35,309.2752,-40.9004,1,3,1811
TIC 269444541,269444541,105,105,11.98,292.0266,-41.3536,1,4,1812
TIC 206358152,206358152,105,105,12.33,356.0138,-53.6887,2,1,1813
TIC 224284872,224284872,105,105,13.56,356.477,-39.5359,2,2,1814
TIC 161153327,161153327,105,105,13.13,338.8422,-50.3548,2,3,1815
TIC 231268050,231268050,105,105,12.13,334.6992,-53.1657,2,4,1816
TIC 120510277,120510277,105,105,12.9,2.7496,-41.2611,3,1,1817
TIC 206528973,206528973,105,105,12.38,16.4945,-55.6107,3,2,1818
TIC 166676586,166676586,105,105,12.54,34.6917,-49.0331,3,3,1819
TIC 100097717,100097717,105,105,12.01,24.0486,-42.3049,3,4,1820
TIC 122670635,122670635,105,105,10.37,42.1319,-31.6889,4,1,1821
TIC 209431022,209431022,105,105,10.26,45.6093,-34.4486,4,2,1822
TIC 166874908,166874908,105,105,10.17,59.6597,-31.2773,4,3,1823
TIC 88532983,88532983,105,105,10.37,48.5927,-26.7542,4,4,1824
TIC 387265251,387265251,105,105,12.1,311.8443,-54.1511,1,1,1825
TIC 147302944,147302944,105,105,12.93,325.072,-45.0628,1,2,1826
TIC 48938394,48938394,105,105,12.42,302.734,-30.2203,1,3,1827
TIC 61698163,61698163,105,105,12.0,288.8187,-45.2888,1,4,1828
TIC 201251167,201251167,105,105,12.36,0.8254,-55.2765,2,1,1829
TIC 175481682,175481682,105,105,13.6,351.1668,-41.3076,2,2,1830
TIC 214912309,214912309,105,105,13.16,342.1124,-41.6827,2,3,1831
TIC 229802416,229802416,105,105,12.14,328.4007,-54.6069,2,4,1832
TIC 183584658,183584658,105,105,12.9,12.2213,-37.2865,3,1,1833
TIC 234502300,234502300,105,105,12.38,11.5257,-61.0543,3,2,1834
TIC 142178600,142178600,105,105,12.6,37.6295,-44.3089,3,3,1835
TIC 32354342,32354342,105,105,12.02,25.5856,-33.2108,3,4,1836
TIC 65291343,65291343,105,105,10.38,38.5037,-28.8851,4,1,1837
TIC 152357310,152357310,105,105,10.27,42.0806,-36.3096,4,2,1838
TIC 89150526,89150526,105,105,10.18,56.0083,-28.5695,4,3,1839
TIC 88454928,88454928,105,105,10.38,46.3692,-29.3249,4,4,1840
TIC 387293667,387293667,105,105,12.1,312.4301,-56.3712,1,1,1841
TIC 139773738,139773738,105,105,12.99,324.524,-48.97,1,2,1842
TIC 1990804159,1990804159,105,105,12.42,309.2753,-40.9008,1,3,1843
TIC 80166567,80166567,105,105,12.03,298.3655,-46.1914,1,4,1844
TIC 316914814,316914814,105,105,12.37,355.8472,-56.8554,2,1,1845
TIC 144365314,144365314,105,105,13.68,356.2761,-45.0088,2,2,1846
TIC 160037058,160037058,105,105,13.17,336.7096,-39.7894,2,3,1847
TIC 219322317,219322317,105,105,12.19,328.3188,-55.9855,2,4,1848
TIC 308210382,308210382,105,105,12.9,10.9666,-41.6591,3,1,1849
TIC 230980206,230980206,105,105,12.47,24.0094,-55.7938,3,2,1850
TIC 199731119,199731119,105,105,12.6,21.2247,-46.8068,3,3,1851
TIC 111267570,111267570,105,105,12.06,30.7016,-40.9473,3,4,1852
TIC 120896233,120896233,105,105,10.38,36.8739,-29.8802,4,1,1853
TIC 159923287,159923287,105,105,10.27,48.7548,-36.4448,4,2,1854
TIC 142929518,142929518,105,105,10.18,51.9734,-31.6088,4,3,1855
TIC 88570710,88570710,105,105,10.38,48.8073,-28.5543,4,4,1856
TIC 410344317,410344317,105,105,12.1,299.9958,-55.8279,1,1,1857
TIC 129646813,129646813,105,105,13.03,321.3331,-40.5249,1,2,1858
TIC 278457892,278457892,105,105,12.43,303.7427,-30.5457,1,3,1859
TIC 128966239,128966239,105,105,12.05,301.3219,-44.7476,1,4,1860
TIC 316937669,316937669,105,105,12.39,356.4898,-56.3433,2,1,1861
TIC 2055755883,2055755883,105,105,13.7,345.6854,-45.0277,2,2,1862
TIC 89003095,89003095,105,105,13.18,337.8691,-46.5381,2,3,1863
TIC 232060270,232060270,105,105,12.2,339.173,-61.2695,2,4,1864
TIC 160188205,160188205,105,105,12.91,6.4618,-46.3268,3,1,1865
TIC 206556823,206556823,105,105,12.49,19.2843,-56.3424,3,2,1866
TIC 381189599,381189599,105,105,12.62,41.5585,-50.0294,3,3,1867
TIC 631948359,631948359,105,105,12.12,23.1998,-41.4892,3,4,1868
TIC 122687097,122687097,105,105,10.39,42.3361,-34.0604,4,1,1869
TIC 159937149,159937149,105,105,10.27,49.2661,-39.497,4,2,1870
TIC 209457419,209457419,105,105,10.18,46.543,-33.0184,4,3,1871
TIC 209450116,209450116,105,105,10.38,45.5541,-31.0676,4,4,1872
TIC 220344464,220344464,105,105,12.13,307.376,-55.9009,1,1,1873
TIC 126945045,126945045,105,105,13.15,318.6402,-42.232,1,2,1874
TIC 269586178,269586178,105,105,12.44,301.6777,-40.2394,1,3,1875
TIC 62347919,62347919,105,105,12.06,291.6507,-45.4811,1,4,1876
TIC 237320519,237320519,105,105,12.53,345.0214,-60.2313,2,1,1877
TIC 175456846,175456846,105,105,13.83,350.5202,-40.9042,2,2,1878
TIC 471013458,471013458,105,105,13.27,340.8322,-46.9932,2,3,1879
TIC 469880081,469880081,105,105,12.2,328.0784,-54.7906,2,4,1880
TIC 616290248,616290248,105,105,12.96,2.8973,-47.7843,3,1,1881
TIC 234525886,234525886,105,105,12.55,16.0595,-60.2832,3,2,1882
TIC 7317388,7317388,105,105,12.64,34.8978,-45.8511,3,3,1883
TIC 67630561,67630561,105,105,12.15,18.266,-34.6389,3,4,1884
TIC 123318670,123318670,105,105,10.39,29.5775,-33.0829,4,1,1885
TIC 175532210,175532210,105,105,10.27,45.7743,-39.7123,4,2,1886
TIC 323343919,323343919,105,105,10.18,53.057,-36.1509,4,3,1887
TIC 209457085,209457085,105,105,10.38,46.5681,-31.2693,4,4,1888
TIC 220344462,220344462,105,105,12.21,307.3756,-55.9018,1,1,1889
TIC 92876453,92876453,105,105,13.16,317.9408,-35.8609,1,2,1890
TIC 211252279,211252279,105,105,12.46,299.6632,-33.3924,1,3,1891
TIC 441259664,441259664,105,105,12.2,295.2854,-39.9739,1,4,1892
TIC 197962368,197962368,105,105,12.59,348.6168,-52.4282,2,1,1893
TIC 402027326,402027326,105,105,13.86,353.5091,-47.2408,2,2,1894
TIC 89043973,89043973,105,105,13.52,339.0777,-46.3128,2,3,1895
TIC 139804669,139804669,105,105,12.24,324.6493,-50.9384,2,4,1896
TIC 183582059,183582059,105,105,12.99,11.9569,-39.7755,3,1,1897
TIC 158532041,158532041,105,105,12.56,19.3393,-53.7745,3,2,1898
TIC 166676587,166676587,105,105,12.64,34.6928,-49.0319,3,3,1899
TIC 115276426,115276426,105,105,12.15,26.2312,-39.6972,3,4,1900
TIC 178154078,178154078,105,105,10.39,42.605,-30.7789,4,1,1901
TIC 215403735,215403735,105,105,10.27,43.2258,-39.3879,4,2,1902
TIC 89150061,89150061,105,105,10.19,55.8812,-29.091,4,3,1903
TIC 65480686,65480686,105,105,10.39,42.6206,-29.3551,4,4,1904
TIC 100415836,100415836,105,105,12.22,308.259,-49.0544,1,1,1905
TIC 91449810,91449810,105,105,13.21,313.6294,-42.0921,1,2,1906
TIC 269527384,269527384,105,105,12.46,301.536,-39.3787,1,3,1907
TIC 129480683,129480683,105,105,12.25,304.9649,-46.3972,1,4,1908
TIC 350190639,350190639,105,105,12.64,355.0462,-62.408,2,1,1909
TIC 201229439,201229439,105,105,13.92,358.7681,-48.4954,2,2,1910
TIC 278614475,278614475,105,105,13.63,333.6741,-41.1824,2,3,1911
TIC 197978113,197978113,105,105,12.26,325.8271,-59.7535,2,4,1912
TIC 118115349,118115349,105,105,13.06,10.4475,-36.5525,3,1,1913
TIC 156016136,156016136,105,105,12.66,8.924,-50.317,3,2,1914
TIC 220018894,220018894,105,105,12.64,32.795,-49.8409,3,3,1915
TIC 425850568,425850568,105,105,12.18,28.1144,-35.9384,3,4,1916
TIC 122612449,122612449,105,105,10.4,40.9392,-32.6323,4,1,1917
TIC 146652818,146652818,105,105,10.28,42.5588,-42.7146,4,2,1918
TIC 129887704,129887704,105,105,10.19,55.9828,-37.5809,4,3,1919
TIC 88454379,88454379,105,105,10.39,46.2569,-27.3197,4,4,1920
TIC 354170042,354170042,105,105,12.25,313.4925,-55.1097,1,1,1921
TIC 115148200,115148200,105,105,13.27,316.8821,-40.0966,1,2,1922
TIC 291065047,291065047,105,105,12.46,309.7705,-41.2945,1,3,1923
TIC 423184161,423184161,105,105,12.25,293.3678,-50.8644,1,4,1924
TIC 469967533,469967533,105,105,12.71,358.8587,-54.495,2,1,1925
TIC 139233852,139233852,105,105,14.0,346.8589,-45.9536,2,2,1926
TIC 144201151,144201151,105,105,13.73,328.2908,-42.4122,2,3,1927
TIC 370282727,370282727,105,105,12.27,336.1016,-58.4374,2,4,1928
TIC 7129303,7129303,105,105,13.08,4.0394,-42.6517,3,1,1929
TIC 206604031,206604031,105,105,12.69,21.6831,-54.7249,3,2,1930
TIC 229141334,229141334,105,105,12.66,26.3904,-49.3205,3,3,1931
TIC 41976861,41976861,105,105,12.22,23.2464,-41.3645,3,4,1932
TIC 72668830,72668830,105,105,10.42,33.45,-27.8679,4,1,1933
TIC 146710612,146710612,105,105,10.29,44.2019,-42.7555,4,2,1934
TIC 144574560,144574560,105,105,10.19,52.5324,-28.3955,4,3,1935
TIC 209450594,209450594,105,105,10.39,45.806,-31.5065,4,4,1936
TIC 79005536,79005536,105,105,12.29,314.8908,-53.4858,1,1,1937
TIC 147284470,147284470,105,105,13.35,324.8008,-44.3753,1,2,1938
TIC 34798833,34798833,105,105,12.47,306.9673,-32.0052,1,3,1939
TIC 406121895,406121895,105,105,12.31,286.7341,-48.5152,1,4,1940
TIC 2055261934,2055261934,105,105,12.71,358.4532,-54.9771,2,1,1941
TIC 144193687,144193687,105,105,13.79,327.6784,-43.6747,2,3,1942
TIC 316832344,316832344,105,105,12.28,324.0651,-54.5762,2,4,1943
TIC 102029269,102029269,105,105,13.26,15.6751,-43.8401,3,1,1944
TIC 322051865,322051865,105,105,12.69,13.8846,-52.3651,3,2,1945
TIC 142199527,142199527,105,105,12.72,38.1126,-45.0415,3,3,1946
TIC 632106691,632106691,105,105,12.23,21.4223,-36.7348,3,4,1947
TIC 122555849,122555849,105,105,10.42,39.2957,-35.5135,4,1,1948
TIC 146732293,146732293,105,105,10.29,45.7953,-43.1874,4,2,1949
TIC 166762800,166762800,105,105,10.19,56.9114,-32.1039,4,3,1950
TIC 279328447,279328447,105,105,10.39,43.6425,-29.4172,4,4,1951
TIC 370142187,370142187,105,105,12.32,310.0569,-55.0259,1,1,1952
TIC 147302550,147302550,105,105,13.36,325.0995,-46.2966,1,2,1953
TIC 290358824,290358824,105,105,12.47,305.5081,-36.8854,1,3,1954
TIC 166283631,166283631,105,105,12.34,295.7385,-49.3554,1,4,1955
TIC 355367645,355367645,105,105,12.75,349.3646,-53.6776,2,1,1956
TIC 88223189,88223189,105,105,13.85,332.6345,-45.6825,2,3,1957
TIC 139722169,139722169,105,105,12.29,322.9907,-53.4113,2,4,1958
TIC 118586896,118586896,105,105,13.26,10.9224,-38.0432,3,1,1959
TIC 281599562,281599562,105,105,12.74,9.0857,-55.3844,3,2,1960
TIC 219988867,219988867,105,105,12.73,30.3933,-53.7287,3,3,1961
TIC 41955432,41955432,105,105,12.26,22.1879,-38.0105,3,4,1962
TIC 122612775,122612775,105,105,10.42,41.0488,-34.7548,4,1,1963
TIC 165145748,165145748,105,105,10.29,46.7637,-37.3403,4,2,1964
TIC 166870754,166870754,105,105,10.19,59.2275,-32.7442,4,3,1965
TIC 88478700,88478700,105,105,10.4,46.986,-28.368,4,4,1966
TIC 101881636,101881636,105,105,12.38,304.3389,-53.4511,1,1,1967
TIC 382300829,382300829,105,105,13.38,324.282,-40.9231,1,2,1968
TIC 34637610,34637610,105,105,12.51,305.8309,-35.7613,1,3,1969
TIC 62229007,62229007,105,105,12.35,291.181,-42.5935,1,4,1970
TIC 197949763,197949763,105,105,12.81,346.3649,-53.9602,2,1,1971
TIC 139914081,139914081,105,105,13.86,326.9716,-49.0379,2,3,1972
TIC 259291370,259291370,105,105,12.31,336.3712,-58.8623,2,4,1973
TIC 80337451,80337451,105,105,13.3,8.5452,-44.0837,3,1,1974
TIC 382521776,382521776,105,105,12.8,12.359,-53.915,3,2,1975
TIC 382419744,382419744,105,105,12.75,35.0475,-54.1033,3,3,1976
TIC 632104533,632104533,105,105,12.34,25.5854,-33.2103,3,4,1977
TIC 178155378,178155378,105,105,10.42,42.7452,-31.587,4,1,1978
TIC 165192157,165192157,105,105,10.29,47.8398,-36.4024,4,2,1979
TIC 166969087,166969087,105,105,10.19,60.4931,-29.9951,4,3,1980
TIC 144497204,144497204,105,105,10.4,49.9004,-28.3821,4,4,1981
